locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
HNEAP_RS05855	HNEAP_RS05855	1	NC_013422.1	1264434	1265567	+	NA	efflux RND transporter periplasmic adaptor subunit	0.5353	22	TRUE
HNEAP_RS05860	HNEAP_RS05860	1	NC_013422.1	1265564	1268896	+	NA	AcrB/AcrD/AcrF family protein	0.5344	69	TRUE
HNEAP_RS05865	HNEAP_RS05865	1	NC_013422.1	1269101	1270981	+	NA	hypothetical protein	0.5141	45	TRUE
HNEAP_RS05870	HNEAP_RS05870	1	NC_013422.1	1270978	1271643	+	NA	outer membrane lipoprotein LolB	0.5255	18	FALSE
HNEAP_RS05875	HNEAP_RS05875	1	NC_013422.1	1271640	1272539	+	NA	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	0.5333	22	FALSE
HNEAP_RS05880	HNEAP_RS05880	5	NC_013422.1	1272623	1272699	+	NA	tRNA-Gln	0.5714	1	FALSE
HNEAP_RS05885	HNEAP_RS05885	1	NC_013422.1	1272716	1273672	+	NA	ribose-phosphate pyrophosphokinase	0.5392	18	FALSE
HNEAP_RS05890	HNEAP_RS05890	1	NC_013422.1	1273919	1274533	+	NA	50S ribosomal protein L25	0.5203	9	TRUE
HNEAP_RS05895	HNEAP_RS05895	1	NC_013422.1	1274658	1275242	+	NA	aminoacyl-tRNA hydrolase	0.506	11	FALSE
HNEAP_RS05900	HNEAP_RS05900	1	NC_013422.1	1275315	1276409	+	NA	redox-regulated ATPase YchF	0.5397	15	TRUE
HNEAP_RS05905	HNEAP_RS05905	1	NC_013422.1	1276522	1277529	+	NA	porphobilinogen synthase	0.5665	20	FALSE
HNEAP_RS05910	HNEAP_RS05910	1	NC_013422.1	1278257	1279225	-	NA	DUF697 domain-containing protein	0.5459	19	TRUE
HNEAP_RS05915	HNEAP_RS05915	1	NC_013422.1	1279241	1280572	-	NA	hypothetical protein	0.542	37	TRUE
HNEAP_RS05920	HNEAP_RS05920	1	NC_013422.1	1280737	1282026	-	NA	EAL domain-containing protein	0.5101	27	TRUE
HNEAP_RS05925	HNEAP_RS05925	1	NC_013422.1	1282299	1283225	+	NA	cation diffusion facilitator transporter	0.521	21	TRUE
HNEAP_RS05930	HNEAP_RS05930	1	NC_013422.1	1283222	1283443	+	NA	hypothetical protein	0.5	8	TRUE
HNEAP_RS05935	HNEAP_RS05935	1	NC_013422.1	1283509	1285296	-	NA	ABC transporter ATP-binding protein	0.5235	40	TRUE
HNEAP_RS05940	HNEAP_RS05940	1	NC_013422.1	1285373	1286902	-	NA	apolipoprotein N-acyltransferase	0.5464	32	FALSE
HNEAP_RS05945	HNEAP_RS05945	1	NC_013422.1	1286899	1287798	-	NA	ion transporter	0.5222	19	TRUE
HNEAP_RS05950	HNEAP_RS05950	1	NC_013422.1	1287874	1288359	-	NA	rRNA maturation RNase YbeY	0.5165	10	FALSE
HNEAP_RS05955	HNEAP_RS05955	1	NC_013422.1	1288356	1289342	-	NA	PhoH family protein	0.5491	18	TRUE
HNEAP_RS05960	HNEAP_RS05960	1	NC_013422.1	1289369	1290748	-	NA	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	0.5493	33	TRUE
HNEAP_RS05965	HNEAP_RS05965	1	NC_013422.1	1290904	1291977	-	NA	tRNA dihydrouridine(20/20a) synthase DusA	0.554	24	TRUE
HNEAP_RS05970	HNEAP_RS05970	1	NC_013422.1	1291982	1293652	-	NA	ubiquinone biosynthesis regulatory protein kinase UbiB	0.5206	28	FALSE
HNEAP_RS05975	HNEAP_RS05975	1	NC_013422.1	1293649	1294398	-	NA	hypothetical protein	0.5267	15	TRUE
HNEAP_RS05980	HNEAP_RS05980	1	NC_013422.1	1294461	1295402	+	NA	CHAD domain-containing protein	0.482	26	TRUE
GFF1190		7	NC_013422.1	1295437	1297511	-	NA	hypothetical protein	0.5557	54	TRUE
HNEAP_RS12245	HNEAP_RS12245	1	NC_013422.1	1297751	1298452	+	NA	hypothetical protein	0.5328	11	TRUE
HNEAP_RS05995	HNEAP_RS05995	1	NC_013422.1	1298813	1299316	+	NA	SUF system Fe-S cluster assembly regulator	0.5615	6	TRUE
HNEAP_RS06000	HNEAP_RS06000	1	NC_013422.1	1299390	1300874	+	NA	Fe-S cluster assembly protein SufB	0.5407	39	FALSE
HNEAP_RS06005	HNEAP_RS06005	1	NC_013422.1	1300915	1301673	+	NA	Fe-S cluster assembly ATPase SufC	0.5217	13	FALSE
HNEAP_RS06010	HNEAP_RS06010	1	NC_013422.1	1301670	1302950	+	NA	Fe-S cluster assembly protein SufD	0.5597	23	FALSE
HNEAP_RS06015	HNEAP_RS06015	1	NC_013422.1	1302962	1304191	+	NA	cysteine desulfurase	0.565	27	TRUE
HNEAP_RS06020	HNEAP_RS06020	1	NC_013422.1	1304200	1304745	+	NA	putative Fe-S cluster assembly protein SufT	0.5568	14	FALSE
HNEAP_RS06025	HNEAP_RS06025	1	NC_013422.1	1304774	1305112	+	NA	(2Fe-2S)-binding protein	0.5457	13	TRUE
HNEAP_RS06030	HNEAP_RS06030	1	NC_013422.1	1305146	1305574	+	NA	iron-sulfur cluster assembly accessory protein	0.5058	12	FALSE
HNEAP_RS06035	HNEAP_RS06035	1	NC_013422.1	1305567	1306004	+	NA	Fe-S metabolism associated SufE	0.5	11	FALSE
HNEAP_RS06040	HNEAP_RS06040	1	NC_013422.1	1306051	1306272	-	NA	hypothetical protein	0.4685	4	TRUE
HNEAP_RS06045	HNEAP_RS06045	1	NC_013422.1	1306348	1307127	-	NA	oxidoreductase molybdopterin-binding protein	0.4962	23	TRUE
HNEAP_RS06050	HNEAP_RS06050	1	NC_013422.1	1307181	1307825	-	NA	cytochrome b561	0.5209	15	TRUE
HNEAP_RS06055	HNEAP_RS06055	1	NC_013422.1	1308088	1308492	+	NA	ECF subfamily RNA polymerase sigma-24 subunit	0.5235	10	TRUE
HNEAP_RS06060	HNEAP_RS06060	1	NC_013422.1	1308489	1311455	-	NA	Tn3 family transposase	0.6471	27	TRUE
HNEAP_RS06065	HNEAP_RS06065	1	NC_013422.1	1311463	1312023	-	NA	transposase	0.6132	4	TRUE
HNEAP_RS06070	HNEAP_RS06070	1	NC_013422.1	1312142	1313143	-	NA	DUF3330 domain-containing protein	0.6347	8	TRUE
HNEAP_RS06075	HNEAP_RS06075	1	NC_013422.1	1313140	1313376	-	NA	hypothetical protein	0.6624	3	TRUE
GFF1209		7	NC_013422.1	1313373	1313610	-	NA	hypothetical protein	0.6975	0	TRUE
HNEAP_RS06085	HNEAP_RS06085	1	NC_013422.1	1313628	1315325	-	NA	mercury(II) reductase	0.6643	17	TRUE
HNEAP_RS06090	HNEAP_RS06090	1	NC_013422.1	1315366	1315788	-	NA	mercury transporter MerC	0.6619	2	TRUE
HNEAP_RS06095	HNEAP_RS06095	1	NC_013422.1	1315824	1316099	-	NA	mercuric transport protein periplasmic component	0.6232	3	TRUE
HNEAP_RS06100	HNEAP_RS06100	1	NC_013422.1	1316113	1316463	-	NA	mercuric ion transporter MerT	0.6268	7	TRUE
HNEAP_RS06105	HNEAP_RS06105	1	NC_013422.1	1316534	1316968	+	NA	Hg(II)-responsive transcriptional regulator	0.6161	4	TRUE
HNEAP_RS12525	HNEAP_RS12525	1	NC_013422.1	1317014	1317184	+	NA	ECF subfamily RNA polymerase sigma-24 subunit	0.5146	9	TRUE
HNEAP_RS06110	HNEAP_RS06110	1	NC_013422.1	1317181	1317822	+	NA	DUF1109 domain-containing protein	0.5405	17	TRUE
HNEAP_RS06115	HNEAP_RS06115	1	NC_013422.1	1317871	1318197	-	NA	DUF4282 domain-containing protein	0.5107	9	TRUE
HNEAP_RS06120	HNEAP_RS06120	1	NC_013422.1	1318259	1319029	-	NA	inositol-phosphate phosphatase	0.559	21	FALSE
HNEAP_RS06125	HNEAP_RS06125	5	NC_013422.1	1319195	1319279	+	NA	tRNA-Leu	0.5176	5	FALSE
HNEAP_RS06130	HNEAP_RS06130	1	NC_013422.1	1319591	1320097	-	NA	DNA starvation/stationary phase protection protein	0.5286	8	TRUE
HNEAP_RS06135	HNEAP_RS06135	1	NC_013422.1	1320349	1322070	+	NA	glutamine--tRNA ligase/YqeY domain fusion protein	0.5482	46	FALSE
HNEAP_RS06140	HNEAP_RS06140	1	NC_013422.1	1322128	1323432	-	NA	pyridine nucleotide-disulfide oxidoreductase	0.5241	29	TRUE
HNEAP_RS06145	HNEAP_RS06145	1	NC_013422.1	1323758	1324702	-	NA	sulfur oxidation protein	0.473	30	TRUE
HNEAP_RS06150	HNEAP_RS06150	1	NC_013422.1	1324918	1325568	-	NA	ribonuclease HII	0.51	18	TRUE
HNEAP_RS06155	HNEAP_RS06155	1	NC_013422.1	1325613	1326848	+	NA	lipid-A-disaccharide synthase	0.5704	19	FALSE
HNEAP_RS06160	HNEAP_RS06160	1	NC_013422.1	1326853	1327638	-	NA	acetylornithine deacetylase	0.57	14	TRUE
HNEAP_RS06165	HNEAP_RS06165	1	NC_013422.1	1327667	1328404	-	NA	ATPase AAA	0.5921	11	TRUE
HNEAP_RS06170	HNEAP_RS06170	1	NC_013422.1	1328397	1329899	-	NA	integrase	0.6094	21	TRUE
HNEAP_RS06175	HNEAP_RS06175	1	NC_013422.1	1330002	1330379	-	NA	hypothetical protein	0.5608	6	TRUE
HNEAP_RS06180	HNEAP_RS06180	1	NC_013422.1	1330410	1332635	-	NA	DNA topoisomerase IV subunit A	0.5764	36	FALSE
HNEAP_RS06185	HNEAP_RS06185	1	NC_013422.1	1332702	1333832	-	NA	LPS export ABC transporter permease LptG	0.5411	30	FALSE
HNEAP_RS06190	HNEAP_RS06190	1	NC_013422.1	1333819	1334934	-	NA	LPS export ABC transporter permease LptF	0.5403	28	FALSE
HNEAP_RS06195	HNEAP_RS06195	1	NC_013422.1	1334939	1336348	-	NA	U32 family peptidase	0.5596	28	TRUE
HNEAP_RS06200	HNEAP_RS06200	1	NC_013422.1	1336544	1336975	+	NA	BLUF domain-containing protein	0.5255	11	TRUE
HNEAP_RS12530	HNEAP_RS12530	1	NC_013422.1	1336983	1337165	+	NA	DUF2256 domain-containing protein	0.5355	3	TRUE
HNEAP_RS06205	HNEAP_RS06205	1	NC_013422.1	1337175	1338710	+	NA	cryptochrome/photolyase family protein	0.5645	36	TRUE
HNEAP_RS06210	HNEAP_RS06210	1	NC_013422.1	1338734	1340080	-	NA	UDP-glucose/GDP-mannose dehydrogenase family protein	0.5338	22	FALSE
HNEAP_RS06215	HNEAP_RS06215	1	NC_013422.1	1340108	1340680	-	NA	DUF615 domain-containing protein	0.555	12	TRUE
HNEAP_RS06220	HNEAP_RS06220	1	NC_013422.1	1340703	1342544	-	NA	glutamine--fructose-6-phosphate transaminase (isomerizing)	0.5532	37	FALSE
HNEAP_RS06225	HNEAP_RS06225	1	NC_013422.1	1342584	1343864	-	NA	glutamate-1-semialdehyde-2 1-aminomutase	0.5699	23	FALSE
HNEAP_RS06230	HNEAP_RS06230	1	NC_013422.1	1344050	1344700	-	NA	thiamine phosphate synthase	0.5315	14	FALSE
HNEAP_RS06235	HNEAP_RS06235	1	NC_013422.1	1344700	1345716	-	NA	glucokinase	0.5497	25	TRUE
HNEAP_RS06240	HNEAP_RS06240	1	NC_013422.1	1345713	1348922	-	NA	phosphorylase kinase alphabeta	0.5523	50	TRUE
HNEAP_RS06245	HNEAP_RS06245	1	NC_013422.1	1348932	1349885	-	NA	Hsp33 protein	0.5891	7	TRUE
HNEAP_RS06250	HNEAP_RS06250	1	NC_013422.1	1349882	1351360	-	NA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B	0.57	33	FALSE
HNEAP_RS06255	HNEAP_RS06255	1	NC_013422.1	1351357	1352829	-	NA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A	0.5757	33	FALSE
HNEAP_RS06260	HNEAP_RS06260	1	NC_013422.1	1352955	1353242	-	NA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C	0.5278	3	FALSE
HNEAP_RS06265	HNEAP_RS06265	1	NC_013422.1	1353847	1354884	+	NA	rod shape-determining protein	0.5723	19	FALSE
HNEAP_RS06270	HNEAP_RS06270	1	NC_013422.1	1354900	1355901	+	NA	rod shape-determining protein MreC	0.524	18	FALSE
HNEAP_RS06275	HNEAP_RS06275	1	NC_013422.1	1355891	1356358	+	NA	rod shape-determining protein MreD	0.515	15	TRUE
HNEAP_RS06280	HNEAP_RS06280	1	NC_013422.1	1356381	1356755	-	NA	diacylglycerol kinase	0.528	9	TRUE
HNEAP_RS06285	HNEAP_RS06285	1	NC_013422.1	1356765	1357136	-	NA	glycine cleavage system protein H	0.5081	5	TRUE
HNEAP_RS06290	HNEAP_RS06290	1	NC_013422.1	1357377	1358339	-	NA	sigma-54-dependent Fis family transcriptional regulator	0.5171	20	TRUE
HNEAP_RS06295	HNEAP_RS06295	1	NC_013422.1	1358402	1358641	+	NA	alkylphosphonate utilization operon protein PhnA	0.4875	9	TRUE
HNEAP_RS06300	HNEAP_RS06300	1	NC_013422.1	1358670	1359215	-	NA	peroxiredoxin	0.4762	16	TRUE
HNEAP_RS06305	HNEAP_RS06305	1	NC_013422.1	1359422	1359832	+	NA	large-conductance mechanosensitive channel protein MscL	0.4915	11	FALSE
HNEAP_RS06310	HNEAP_RS06310	1	NC_013422.1	1359881	1360858	-	NA	aldo/keto reductase	0.5164	28	TRUE
HNEAP_RS06315	HNEAP_RS06315	1	NC_013422.1	1361161	1361694	+	NA	hypothetical protein	0.5281	10	TRUE
HNEAP_RS12250	HNEAP_RS12250	1	NC_013422.1	1361810	1364023	-	NA	GGDEF domain-containing protein	0.5226	40	TRUE
HNEAP_RS06325	HNEAP_RS06325	1	NC_013422.1	1364203	1365474	+	NA	diguanylate cyclase	0.5102	34	TRUE
HNEAP_RS06330	HNEAP_RS06330	1	NC_013422.1	1365504	1367051	-	NA	SulP family inorganic anion transporter	0.522	31	TRUE
HNEAP_RS06335	HNEAP_RS06335	1	NC_013422.1	1367148	1367597	-	NA	MazG nucleotide pyrophosphohydrolase	0.5289	6	TRUE
HNEAP_RS06340	HNEAP_RS06340	1	NC_013422.1	1367594	1368607	-	NA	lipoyl synthase	0.5828	15	FALSE
HNEAP_RS06345	HNEAP_RS06345	1	NC_013422.1	1368649	1369284	-	NA	lipoyl(octanoyl) transferase LipB	0.5204	18	FALSE
HNEAP_RS06350	HNEAP_RS06350	1	NC_013422.1	1369331	1369669	-	NA	DUF493 domain-containing protein	0.531	2	FALSE
HNEAP_RS06355	HNEAP_RS06355	1	NC_013422.1	1369669	1370526	-	NA	class IV aminotransferase	0.5536	24	TRUE
HNEAP_RS06360	HNEAP_RS06360	1	NC_013422.1	1370526	1371803	-	NA	serine hydrolase	0.507	39	FALSE
HNEAP_RS06365	HNEAP_RS06365	1	NC_013422.1	1371800	1372654	-	NA	septal ring lytic transglycosylase RlpA family lipoprotein	0.5614	19	TRUE
HNEAP_RS06370	HNEAP_RS06370	1	NC_013422.1	1372651	1373796	-	NA	lytic murein transglycosylase B	0.5489	27	TRUE
GFF1270		7	NC_013422.1	1373793	1374916	-	NA	rod shape-determining protein RodA	0.5383	18	FALSE
HNEAP_RS06380	HNEAP_RS06380	1	NC_013422.1	1374991	1376874	-	NA	penicillin-binding protein 2	0.5409	45	FALSE
HNEAP_RS06385	HNEAP_RS06385	1	NC_013422.1	1376946	1377476	-	NA	inorganic diphosphatase	0.548	9	FALSE
HNEAP_RS06390	HNEAP_RS06390	1	NC_013422.1	1377654	1378307	+	NA	adenylate kinase	0.5474	13	FALSE
HNEAP_RS06395	HNEAP_RS06395	1	NC_013422.1	1378325	1380661	+	NA	LPS-assembly protein LptD	0.5571	58	FALSE
HNEAP_RS06400	HNEAP_RS06400	1	NC_013422.1	1380777	1382174	+	NA	SurA domain-containing protein	0.5429	26	FALSE
HNEAP_RS06405	HNEAP_RS06405	1	NC_013422.1	1382186	1383214	+	NA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	0.6093	14	FALSE
HNEAP_RS06410	HNEAP_RS06410	1	NC_013422.1	1383214	1384071	+	NA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	0.5513	13	FALSE
HNEAP_RS06415	HNEAP_RS06415	1	NC_013422.1	1384076	1384867	+	NA	6-phosphogluconolactonase	0.5328	22	TRUE
HNEAP_RS06420	HNEAP_RS06420	1	NC_013422.1	1384868	1385296	+	NA	Co2+/Mg2+ efflux protein ApaG	0.5221	10	TRUE
HNEAP_RS06425	HNEAP_RS06425	1	NC_013422.1	1385302	1385916	+	NA	class I SAM-dependent methyltransferase	0.548	13	TRUE
HNEAP_RS06430	HNEAP_RS06430	1	NC_013422.1	1385937	1386800	+	NA	symmetrical bis(5'-nucleosyl)-tetraphosphatase	0.5532	14	TRUE
HNEAP_RS06435	HNEAP_RS06435	1	NC_013422.1	1386769	1387446	-	NA	glutathione S-transferase	0.5147	12	TRUE
HNEAP_RS06440	HNEAP_RS06440	1	NC_013422.1	1387607	1388662	+	NA	phosphoribosylformylglycinamidine cyclo-ligase	0.5758	16	FALSE
HNEAP_RS06445	HNEAP_RS06445	1	NC_013422.1	1388676	1389338	+	NA	phosphoribosylglycinamide formyltransferase	0.5354	15	FALSE
HNEAP_RS06450	HNEAP_RS06450	1	NC_013422.1	1389354	1390256	-	NA	cysteine synthase CysM	0.5415	23	FALSE
HNEAP_RS06455	HNEAP_RS06455	1	NC_013422.1	1390383	1392578	+	NA	response regulator receiver and Hpt phospho transfer protein	0.5128	52	TRUE
HNEAP_RS12535	HNEAP_RS12535	1	NC_013422.1	1392519	1392773	-	NA	hypothetical protein	0.5098	9	TRUE
HNEAP_RS06460	HNEAP_RS06460	1	NC_013422.1	1392804	1394048	+	NA	hypothetical protein	0.5076	32	TRUE
HNEAP_RS12255	HNEAP_RS12255	1	NC_013422.1	1394073	1394483	+	NA	EAL domain-containing protein	0.5036	9	TRUE
HNEAP_RS06465	HNEAP_RS06465	1	NC_013422.1	1394881	1395288	+	NA	PilZ domain-containing protein	0.402	17	TRUE
HNEAP_RS06470	HNEAP_RS06470	1	NC_013422.1	1395345	1396406	+	NA	diguanylate cyclase	0.5151	19	TRUE
HNEAP_RS06475	HNEAP_RS06475	1	NC_013422.1	1396563	1397117	+	NA	PAS domain S-box protein	0.5153	15	TRUE
HNEAP_RS06480	HNEAP_RS06480	1	NC_013422.1	1397635	1399407	+	NA	thiol reductant ABC exporter subunit CydD	0.5386	37	TRUE
HNEAP_RS06485	HNEAP_RS06485	1	NC_013422.1	1399404	1401092	+	NA	thiol reductant ABC exporter subunit CydC	0.5465	32	TRUE
HNEAP_RS06490	HNEAP_RS06490	1	NC_013422.1	1401422	1402873	+	NA	cytochrome ubiquinol oxidase subunit I	0.5379	26	TRUE
HNEAP_RS06495	HNEAP_RS06495	1	NC_013422.1	1402895	1403941	+	NA	cytochrome d ubiquinol oxidase subunit II	0.5454	24	TRUE
HNEAP_RS06500	HNEAP_RS06500	1	NC_013422.1	1404450	1405211	+	NA	DUF1461 domain-containing protein	0.5052	22	TRUE
HNEAP_RS06505	HNEAP_RS06505	1	NC_013422.1	1405305	1406948	-	NA	alpha-D-glucose phosphate-specific phosphoglucomutase	0.5426	34	TRUE
HNEAP_RS06510	HNEAP_RS06510	1	NC_013422.1	1407248	1408462	+	NA	hypothetical protein	0.4642	32	TRUE
HNEAP_RS06515	HNEAP_RS06515	1	NC_013422.1	1408547	1409131	-	NA	lytic transglycosylase domain-containing protein	0.535	11	TRUE
HNEAP_RS06520	HNEAP_RS06520	1	NC_013422.1	1409286	1409723	+	NA	DUF1249 domain-containing protein	0.4658	14	TRUE
HNEAP_RS06525	HNEAP_RS06525	1	NC_013422.1	1409778	1410230	+	NA	Rrf2 family transcriptional regulator	0.5166	11	TRUE
HNEAP_RS06530	HNEAP_RS06530	5	NC_013422.1	1410342	1410417	+	NA	tRNA-Gly	0.5921	1	FALSE
HNEAP_RS06535	HNEAP_RS06535	5	NC_013422.1	1410422	1410495	+	NA	tRNA-Cys	0.5676	2	FALSE
HNEAP_RS06540	HNEAP_RS06540	1	NC_013422.1	1410747	1411487	-	NA	DUF429 domain-containing protein	0.5412	14	TRUE
HNEAP_RS06545	HNEAP_RS06545	1	NC_013422.1	1411644	1412345	+	NA	short-chain dehydrogenase	0.567	12	TRUE
HNEAP_RS06550	HNEAP_RS06550	1	NC_013422.1	1412342	1412560	+	NA	TIGR03643 family protein	0.5434	5	TRUE
HNEAP_RS06555	HNEAP_RS06555	1	NC_013422.1	1412557	1414080	+	NA	deoxyribodipyrimidine photo-lyase	0.5558	26	TRUE
HNEAP_RS06560	HNEAP_RS06560	1	NC_013422.1	1414491	1416107	+	NA	MFS transporter	0.5591	32	TRUE
HNEAP_RS06565	HNEAP_RS06565	1	NC_013422.1	1416193	1417419	-	NA	hypothetical protein	0.5249	35	TRUE
HNEAP_RS06570	HNEAP_RS06570	1	NC_013422.1	1417441	1420743	-	NA	IMP dehydrogenase	0.5601	61	TRUE
HNEAP_RS06575	HNEAP_RS06575	1	NC_013422.1	1420740	1421543	-	NA	peptidase	0.5025	17	TRUE
HNEAP_RS06580	HNEAP_RS06580	1	NC_013422.1	1421572	1422567	-	NA	alpha-E domain-containing protein	0.5181	32	TRUE
HNEAP_RS06585	HNEAP_RS06585	1	NC_013422.1	1422579	1424012	-	NA	circularly permuted type 2 ATP-grasp protein	0.5223	42	TRUE
HNEAP_RS06590	HNEAP_RS06590	1	NC_013422.1	1424534	1425055	-	NA	MerR family transcriptional regulator	0.5077	17	FALSE
HNEAP_RS06595	HNEAP_RS06595	1	NC_013422.1	1425033	1425335	-	NA	integration host factor subunit alpha	0.5215	5	FALSE
HNEAP_RS06600	HNEAP_RS06600	1	NC_013422.1	1425349	1427748	-	NA	phenylalanine--tRNA ligase subunit beta	0.5383	37	FALSE
HNEAP_RS06605	HNEAP_RS06605	1	NC_013422.1	1427790	1428812	-	NA	phenylalanine--tRNA ligase subunit alpha	0.5591	19	FALSE
HNEAP_RS06610	HNEAP_RS06610	1	NC_013422.1	1429035	1429394	-	NA	50S ribosomal protein L20	0.5194	13	FALSE
HNEAP_RS06615	HNEAP_RS06615	1	NC_013422.1	1429408	1429602	-	NA	50S ribosomal protein L35	0.5077	4	FALSE
HNEAP_RS06620	HNEAP_RS06620	1	NC_013422.1	1429916	1430488	-	NA	translation initiation factor IF-3	0.5166	11	FALSE
HNEAP_RS06625	HNEAP_RS06625	1	NC_013422.1	1430827	1432740	-	NA	threonine--tRNA ligase	0.5423	39	FALSE
HNEAP_RS06630	HNEAP_RS06630	1	NC_013422.1	1433091	1433813	+	NA	DUF484 domain-containing protein	0.5145	17	TRUE
HNEAP_RS06635	HNEAP_RS06635	1	NC_013422.1	1433813	1434802	+	NA	integrase family protein	0.5384	19	TRUE
HNEAP_RS06640	HNEAP_RS06640	1	NC_013422.1	1434885	1435424	+	NA	ATP-dependent protease subunit HslV	0.5704	8	TRUE
HNEAP_RS06645	HNEAP_RS06645	1	NC_013422.1	1435421	1436761	+	NA	ATP-dependent protease ATPase subunit HslU	0.5623	20	TRUE
HNEAP_RS06650	HNEAP_RS06650	1	NC_013422.1	1436777	1437199	+	NA	DUF971 domain-containing protein	0.5579	8	TRUE
HNEAP_RS06655	HNEAP_RS06655	1	NC_013422.1	1437225	1437968	+	NA	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1 4-benzoquinol methylase UbiE	0.543	16	FALSE
HNEAP_RS06660	HNEAP_RS06660	1	NC_013422.1	1438168	1439565	+	NA	lytic transglycosylase F	0.515	44	FALSE
HNEAP_RS06665	HNEAP_RS06665	1	NC_013422.1	1439613	1440329	-	NA	orotidine-5'-phosphate decarboxylase	0.583	9	FALSE
HNEAP_RS06670	HNEAP_RS06670	1	NC_013422.1	1440339	1440644	-	NA	integration host factor subunit beta	0.4837	10	FALSE
HNEAP_RS06675	HNEAP_RS06675	1	NC_013422.1	1440826	1442508	-	NA	30S ribosomal protein S1	0.5282	25	TRUE
HNEAP_RS06680	HNEAP_RS06680	1	NC_013422.1	1442623	1443282	-	NA	(d)CMP kinase	0.5773	11	FALSE
HNEAP_RS06685	HNEAP_RS06685	1	NC_013422.1	1443279	1444649	-	NA	3-phosphoshikimate 1-carboxyvinyltransferase	0.5784	25	FALSE
HNEAP_RS06690	HNEAP_RS06690	1	NC_013422.1	1444675	1445553	-	NA	prephenate dehydrogenase/arogenate dehydrogenase family protein	0.5791	15	FALSE
HNEAP_RS06695	HNEAP_RS06695	1	NC_013422.1	1445563	1446747	-	NA	histidinol-phosphate transaminase	0.5662	31	TRUE
HNEAP_RS06700	HNEAP_RS06700	1	NC_013422.1	1446744	1447985	-	NA	chorismate mutase	0.5757	19	FALSE
HNEAP_RS06705	HNEAP_RS06705	1	NC_013422.1	1447996	1449159	-	NA	3-phosphoglycerate dehydrogenase	0.5378	23	FALSE
HNEAP_RS06710	HNEAP_RS06710	1	NC_013422.1	1449219	1450310	-	NA	3-phosphoserine/phosphohydroxythreonine transaminase	0.5321	25	FALSE
HNEAP_RS06715	HNEAP_RS06715	1	NC_013422.1	1450363	1452957	-	NA	DNA gyrase subunit A	0.5487	52	FALSE
HNEAP_RS06720	HNEAP_RS06720	1	NC_013422.1	1453477	1454100	+	NA	OmpA family protein	0.5192	14	FALSE
HNEAP_RS06725	HNEAP_RS06725	1	NC_013422.1	1454459	1455259	+	NA	mechanosensitive ion channel protein	0.5169	20	TRUE
HNEAP_RS06730	HNEAP_RS06730	1	NC_013422.1	1455294	1456142	-	NA	hypothetical protein	0.5383	15	TRUE
HNEAP_RS06735	HNEAP_RS06735	1	NC_013422.1	1456133	1457455	-	NA	amino-acid N-acetyltransferase	0.5601	18	FALSE
HNEAP_RS06740	HNEAP_RS06740	1	NC_013422.1	1457540	1458478	-	NA	ornithine carbamoyltransferase	0.5623	16	FALSE
HNEAP_RS06745	HNEAP_RS06745	1	NC_013422.1	1458597	1459847	-	NA	aspartate aminotransferase family protein	0.5651	19	TRUE
HNEAP_RS06750	HNEAP_RS06750	1	NC_013422.1	1460051	1460764	+	NA	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	0.5238	14	FALSE
HNEAP_RS06755	HNEAP_RS06755	1	NC_013422.1	1460754	1461455	+	NA	phosphoglycolate phosphatase	0.5356	18	TRUE
HNEAP_RS06760	HNEAP_RS06760	1	NC_013422.1	1461476	1462054	+	NA	hypothetical protein	0.5337	15	TRUE
HNEAP_RS06765	HNEAP_RS06765	1	NC_013422.1	1462085	1462267	-	NA	hypothetical protein	0.4699	1	FALSE
HNEAP_RS06770	HNEAP_RS06770	1	NC_013422.1	1462466	1462735	-	NA	hypothetical protein	0.4963	6	TRUE
HNEAP_RS06775	HNEAP_RS06775	1	NC_013422.1	1462878	1464254	-	NA	dihydroorotase	0.5839	21	FALSE
HNEAP_RS06780	HNEAP_RS06780	1	NC_013422.1	1464251	1465252	-	NA	aspartate carbamoyltransferase catalytic subunit	0.5629	17	FALSE
HNEAP_RS06785	HNEAP_RS06785	1	NC_013422.1	1465252	1465776	-	NA	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase	0.5486	11	TRUE
HNEAP_RS06790	HNEAP_RS06790	1	NC_013422.1	1465779	1466276	-	NA	Holliday junction resolvase RuvX	0.5522	7	FALSE
HNEAP_RS06795	HNEAP_RS06795	1	NC_013422.1	1466294	1466944	-	NA	YqgE/AlgH family protein	0.5407	12	TRUE
GFF1357		7	NC_013422.1	1467103	1468206	-	NA	hypothetical protein	0.6123	14	TRUE
